datetime,sym,close,volume
2018-02-20 01:15:00.000,BTCUSD.BNC,11474.90000000,300.93168500
2018-02-20 01:10:00.000,BTCUSD.BNC,11433.00000000,224.37437400
2018-02-20 01:05:00.000,BTCUSD.BNC,11450.03000000,189.29340600
2018-02-20 01:00:00.000,BTCUSD.BNC,11450.42000000,261.18709400
2018-02-20 00:55:00.000,BTCUSD.BNC,11409.00000000,196.60861500
2018-02-20 00:50:00.000,BTCUSD.BNC,11373.51000000,163.91168200
2018-02-20 00:45:00.000,BTCUSD.BNC,11381.01000000,204.03183600
2018-02-20 00:40:00.000,BTCUSD.BNC,11385.00000000,190.30493800
2018-02-20 00:35:00.000,BTCUSD.BNC,11377.66000000,309.42133200
2018-02-20 00:30:00.000,BTCUSD.BNC,11363.00000000,264.18423600
2018-02-20 00:25:00.000,BTCUSD.BNC,11391.00000000,197.14323900
2018-02-20 00:20:00.000,BTCUSD.BNC,11367.00000000,408.17348400
2018-02-20 00:15:00.000,BTCUSD.BNC,11359.86000000,399.43680200
2018-02-20 00:10:00.000,BTCUSD.BNC,11336.37000000,684.25866600
2018-02-20 00:05:00.000,BTCUSD.BNC,11190.01000000,95.34297600
2018-02-20 00:00:00.000,BTCUSD.BNC,11178.99000000,95.24077500
2018-02-19 23:55:00.000,BTCUSD.BNC,11153.00000000,76.31662400
2018-02-19 23:50:00.000,BTCUSD.BNC,11154.32000000,64.95708300
2018-02-19 23:45:00.000,BTCUSD.BNC,11138.30000000,123.60529400
2018-02-19 23:40:00.000,BTCUSD.BNC,11161.78000000,128.55761000
2018-02-19 23:35:00.000,BTCUSD.BNC,11134.99000000,171.20510000
2018-02-19 23:30:00.000,BTCUSD.BNC,11118.00000000,87.81427900
2018-02-19 23:25:00.000,BTCUSD.BNC,11111.45000000,84.00577500
2018-02-19 23:20:00.000,BTCUSD.BNC,11120.00000000,67.12568400
2018-02-19 23:15:00.000,BTCUSD.BNC,11116.24000000,88.24063400
2018-02-19 23:10:00.000,BTCUSD.BNC,11079.34000000,54.12812400
2018-02-19 23:05:00.000,BTCUSD.BNC,11098.98000000,84.99144000
2018-02-19 23:00:00.000,BTCUSD.BNC,11070.00000000,105.78604600
2018-02-19 22:55:00.000,BTCUSD.BNC,11077.07000000,130.93400700
2018-02-19 22:50:00.000,BTCUSD.BNC,11079.91000000,169.00887500
2018-02-19 22:45:00.000,BTCUSD.BNC,11137.00000000,58.07498300
2018-02-19 22:40:00.000,BTCUSD.BNC,11153.00000000,126.08690100
2018-02-19 22:35:00.000,BTCUSD.BNC,11113.22000000,66.87441300
2018-02-19 22:30:00.000,BTCUSD.BNC,11127.12000000,67.11267300
2018-02-19 22:25:00.000,BTCUSD.BNC,11116.45000000,131.62026900
2018-02-19 22:20:00.000,BTCUSD.BNC,11098.16000000,71.84179400
2018-02-19 22:15:00.000,BTCUSD.BNC,11094.00000000,47.13367600
2018-02-19 22:10:00.000,BTCUSD.BNC,11062.99000000,80.19807400
2018-02-19 22:05:00.000,BTCUSD.BNC,11100.60000000,106.59502600
2018-02-19 22:00:00.000,BTCUSD.BNC,11115.27000000,128.12619900
2018-02-19 21:55:00.000,BTCUSD.BNC,11098.00000000,136.99233300
2018-02-19 21:50:00.000,BTCUSD.BNC,11094.00000000,89.13563500
2018-02-19 21:45:00.000,BTCUSD.BNC,11046.11000000,225.04941800
2018-02-19 21:40:00.000,BTCUSD.BNC,11059.01000000,183.26828400
2018-02-19 21:35:00.000,BTCUSD.BNC,11087.99000000,204.71484200
2018-02-19 21:30:00.000,BTCUSD.BNC,11044.00000000,240.81384700
2018-02-19 21:25:00.000,BTCUSD.BNC,11141.99000000,117.33860500
2018-02-19 21:20:00.000,BTCUSD.BNC,11153.22000000,112.78329900
2018-02-19 21:15:00.000,BTCUSD.BNC,11185.00000000,102.26274100
2018-02-19 21:10:00.000,BTCUSD.BNC,11168.42000000,91.40463700
2018-02-19 21:05:00.000,BTCUSD.BNC,11170.05000000,258.50019400
2018-02-19 21:00:00.000,BTCUSD.BNC,11204.00000000,93.02776000
2018-02-19 20:55:00.000,BTCUSD.BNC,11202.02000000,138.12125700
2018-02-19 20:50:00.000,BTCUSD.BNC,11177.95000000,52.21563900
2018-02-19 20:45:00.000,BTCUSD.BNC,11144.18000000,108.55513400
2018-02-19 20:40:00.000,BTCUSD.BNC,11150.00000000,109.65456100
2018-02-19 20:35:00.000,BTCUSD.BNC,11163.76000000,89.65729600
2018-02-19 20:30:00.000,BTCUSD.BNC,11145.52000000,95.69329200
2018-02-19 20:25:00.000,BTCUSD.BNC,11112.65000000,109.43809500
2018-02-19 20:20:00.000,BTCUSD.BNC,11129.90000000,90.27436100
2018-02-19 20:15:00.000,BTCUSD.BNC,11107.60000000,71.72646700
2018-02-19 20:10:00.000,BTCUSD.BNC,11148.34000000,101.33279100
2018-02-19 20:05:00.000,BTCUSD.BNC,11088.41000000,139.57612700
2018-02-19 20:00:00.000,BTCUSD.BNC,11100.42000000,116.07096700
2018-02-19 19:55:00.000,BTCUSD.BNC,11126.06000000,81.77851500
2018-02-19 19:50:00.000,BTCUSD.BNC,11146.60000000,56.56923600
2018-02-19 19:45:00.000,BTCUSD.BNC,11142.97000000,77.50877400
2018-02-19 19:40:00.000,BTCUSD.BNC,11122.76000000,151.91647400
2018-02-19 19:35:00.000,BTCUSD.BNC,11182.81000000,109.54463000
2018-02-19 19:30:00.000,BTCUSD.BNC,11134.18000000,109.44629900
2018-02-19 19:25:00.000,BTCUSD.BNC,11159.00000000,90.59222100
2018-02-19 19:20:00.000,BTCUSD.BNC,11169.90000000,130.78445300
2018-02-19 19:15:00.000,BTCUSD.BNC,11114.36000000,260.39526200
2018-02-19 19:10:00.000,BTCUSD.BNC,11085.00000000,105.07065400
2018-02-19 19:05:00.000,BTCUSD.BNC,11057.97000000,107.26527700
2018-02-19 19:00:00.000,BTCUSD.BNC,11074.54000000,109.59887800
2018-02-19 18:55:00.000,BTCUSD.BNC,11082.94000000,213.88272400
2018-02-19 18:50:00.000,BTCUSD.BNC,11061.35000000,169.26663900
2018-02-19 18:45:00.000,BTCUSD.BNC,11040.65000000,97.98993600
2018-02-19 18:40:00.000,BTCUSD.BNC,11039.02000000,83.64854000
2018-02-19 18:35:00.000,BTCUSD.BNC,11010.00000000,164.12208900
2018-02-19 18:30:00.000,BTCUSD.BNC,11039.00000000,69.53014100
2018-02-19 18:25:00.000,BTCUSD.BNC,11050.00000000,154.65469500
2018-02-19 18:20:00.000,BTCUSD.BNC,11090.00000000,188.35599500
2018-02-19 18:15:00.000,BTCUSD.BNC,11044.99000000,152.38827900
2018-02-19 18:10:00.000,BTCUSD.BNC,10967.85000000,90.36496300
2018-02-19 18:05:00.000,BTCUSD.BNC,10965.68000000,79.78170000
2018-02-19 18:00:00.000,BTCUSD.BNC,10968.58000000,164.81401800
2018-02-19 17:55:00.000,BTCUSD.BNC,10940.00000000,150.35047700
2018-02-19 17:50:00.000,BTCUSD.BNC,10934.02000000,235.96762300
2018-02-19 17:45:00.000,BTCUSD.BNC,10932.99000000,193.38246100
2018-02-19 17:40:00.000,BTCUSD.BNC,11010.00000000,121.43325400
2018-02-19 17:35:00.000,BTCUSD.BNC,11054.79000000,120.31947400
2018-02-19 17:30:00.000,BTCUSD.BNC,11040.02000000,116.37029300
2018-02-19 17:25:00.000,BTCUSD.BNC,11056.18000000,150.90524200
2018-02-19 17:20:00.000,BTCUSD.BNC,11015.00000000,213.65151200
2018-02-19 17:15:00.000,BTCUSD.BNC,11020.00000000,171.55439600
2018-02-19 17:10:00.000,BTCUSD.BNC,11015.55000000,280.58240100
2018-02-19 17:05:00.000,BTCUSD.BNC,10956.61000000,318.15868300
2018-02-19 17:00:00.000,BTCUSD.BNC,10985.74000000,370.38614000
2018-02-19 16:55:00.000,BTCUSD.BNC,11075.91000000,423.19773900
2018-02-19 16:50:00.000,BTCUSD.BNC,11133.67000000,169.74724800
2018-02-19 16:45:00.000,BTCUSD.BNC,11186.05000000,131.38664500
2018-02-19 16:40:00.000,BTCUSD.BNC,11200.00000000,130.02369500
2018-02-19 16:35:00.000,BTCUSD.BNC,11170.34000000,331.14354800
2018-02-19 16:30:00.000,BTCUSD.BNC,11228.00000000,186.11016200
2018-02-19 16:25:00.000,BTCUSD.BNC,11220.59000000,239.93348300
2018-02-19 16:20:00.000,BTCUSD.BNC,11190.00000000,140.25749600
2018-02-19 16:15:00.000,BTCUSD.BNC,11155.22000000,101.61337000
2018-02-19 16:10:00.000,BTCUSD.BNC,11160.00000000,121.19968000
2018-02-19 16:05:00.000,BTCUSD.BNC,11171.01000000,127.54508800
2018-02-19 16:00:00.000,BTCUSD.BNC,11150.00000000,180.47152500
2018-02-19 15:55:00.000,BTCUSD.BNC,11171.71000000,239.20463100
2018-02-19 15:50:00.000,BTCUSD.BNC,11209.50000000,403.00285700
2018-02-19 15:45:00.000,BTCUSD.BNC,11162.98000000,147.96548400
2018-02-19 15:40:00.000,BTCUSD.BNC,11120.00000000,147.50168300
2018-02-19 15:35:00.000,BTCUSD.BNC,11129.66000000,186.32732600
2018-02-19 15:30:00.000,BTCUSD.BNC,11112.53000000,224.08084100
2018-02-19 15:25:00.000,BTCUSD.BNC,11139.00000000,259.62462500
2018-02-19 15:20:00.000,BTCUSD.BNC,11125.00000000,306.63554700
2018-02-19 15:15:00.000,BTCUSD.BNC,11157.01000000,463.03621500
2018-02-19 15:10:00.000,BTCUSD.BNC,11076.08000000,399.93249600
2018-02-19 15:05:00.000,BTCUSD.BNC,11022.03000000,167.55127600
2018-02-19 15:00:00.000,BTCUSD.BNC,10970.70000000,298.72289200
2018-02-19 14:55:00.000,BTCUSD.BNC,10940.00000000,96.08867000
2018-02-19 14:50:00.000,BTCUSD.BNC,10926.59000000,56.63468700
2018-02-19 14:45:00.000,BTCUSD.BNC,10928.90000000,81.35529700
2018-02-19 14:40:00.000,BTCUSD.BNC,10920.00000000,69.68953900
2018-02-19 14:35:00.000,BTCUSD.BNC,10911.39000000,122.41975100
2018-02-19 14:30:00.000,BTCUSD.BNC,10931.97000000,55.89801900
2018-02-19 14:25:00.000,BTCUSD.BNC,10949.99000000,69.11860300
2018-02-19 14:20:00.000,BTCUSD.BNC,10936.96000000,94.75831200
2018-02-19 14:15:00.000,BTCUSD.BNC,10954.43000000,126.77235800
2018-02-19 14:10:00.000,BTCUSD.BNC,10980.01000000,123.85036000
2018-02-19 14:05:00.000,BTCUSD.BNC,10939.93000000,64.95536000
2018-02-19 14:00:00.000,BTCUSD.BNC,10922.95000000,99.70466600
2018-02-19 13:55:00.000,BTCUSD.BNC,10945.22000000,181.18514300
2018-02-19 13:50:00.000,BTCUSD.BNC,10922.01000000,119.74490300
2018-02-19 13:45:00.000,BTCUSD.BNC,10884.18000000,65.84155000
2018-02-19 13:40:00.000,BTCUSD.BNC,10900.00000000,54.67499000
2018-02-19 13:35:00.000,BTCUSD.BNC,10885.65000000,65.98235600
2018-02-19 13:30:00.000,BTCUSD.BNC,10875.00000000,117.73193300
2018-02-19 13:25:00.000,BTCUSD.BNC,10902.00000000,68.99180100
2018-02-19 13:20:00.000,BTCUSD.BNC,10903.00000000,92.02129700
2018-02-19 13:15:00.000,BTCUSD.BNC,10885.35000000,82.47787900
2018-02-19 13:10:00.000,BTCUSD.BNC,10895.00000000,78.40360400
2018-02-19 13:05:00.000,BTCUSD.BNC,10899.78000000,128.89227200
2018-02-19 13:00:00.000,BTCUSD.BNC,10878.97000000,122.46742700
2018-02-19 12:55:00.000,BTCUSD.BNC,10897.01000000,87.91080600
2018-02-19 12:50:00.000,BTCUSD.BNC,10901.00000000,70.50890000
2018-02-19 12:45:00.000,BTCUSD.BNC,10914.00000000,102.62596700
2018-02-19 12:40:00.000,BTCUSD.BNC,10880.95000000,206.59955300
2018-02-19 12:35:00.000,BTCUSD.BNC,10940.00000000,45.66554900
2018-02-19 12:30:00.000,BTCUSD.BNC,10935.00000000,70.01965300
2018-02-19 12:25:00.000,BTCUSD.BNC,10959.92000000,89.96288200
2018-02-19 12:20:00.000,BTCUSD.BNC,10939.42000000,63.92273100
2018-02-19 12:15:00.000,BTCUSD.BNC,10913.35000000,122.27136600
2018-02-19 12:10:00.000,BTCUSD.BNC,10926.01000000,130.44323400
2018-02-19 12:05:00.000,BTCUSD.BNC,10954.19000000,216.20084600
2018-02-19 12:00:00.000,BTCUSD.BNC,10925.00000000,112.14097400
2018-02-19 11:55:00.000,BTCUSD.BNC,10918.84000000,146.87667400
2018-02-19 11:50:00.000,BTCUSD.BNC,10932.00000000,164.19183400
2018-02-19 11:45:00.000,BTCUSD.BNC,10911.85000000,139.03016100
2018-02-19 11:40:00.000,BTCUSD.BNC,10900.78000000,128.15659700
2018-02-19 11:35:00.000,BTCUSD.BNC,10869.52000000,172.40104000
2018-02-19 11:30:00.000,BTCUSD.BNC,10865.00000000,166.62013600
2018-02-19 11:25:00.000,BTCUSD.BNC,10905.43000000,160.77320900
2018-02-19 11:20:00.000,BTCUSD.BNC,10888.00000000,200.65352700
2018-02-19 11:15:00.000,BTCUSD.BNC,10923.91000000,110.18667400
2018-02-19 11:10:00.000,BTCUSD.BNC,10943.67000000,152.55259600
2018-02-19 11:05:00.000,BTCUSD.BNC,10895.00000000,113.43047900
2018-02-19 11:00:00.000,BTCUSD.BNC,10904.89000000,209.47641500
2018-02-19 10:55:00.000,BTCUSD.BNC,10891.00000000,184.18299000
2018-02-19 10:50:00.000,BTCUSD.BNC,10904.92000000,165.63252600
2018-02-19 10:45:00.000,BTCUSD.BNC,10937.90000000,118.86640300
2018-02-19 10:40:00.000,BTCUSD.BNC,10927.67000000,236.41768300
2018-02-19 10:35:00.000,BTCUSD.BNC,10918.45000000,188.39820300
2018-02-19 10:30:00.000,BTCUSD.BNC,10916.99000000,179.02685800
2018-02-19 10:25:00.000,BTCUSD.BNC,10945.00000000,207.23501000
2018-02-19 10:20:00.000,BTCUSD.BNC,10970.05000000,451.31337400
2018-02-19 10:15:00.000,BTCUSD.BNC,10980.00000000,218.50631900
2018-02-19 10:10:00.000,BTCUSD.BNC,10915.98000000,227.70947700
2018-02-19 10:05:00.000,BTCUSD.BNC,10972.03000000,303.26118900
2018-02-19 10:00:00.000,BTCUSD.BNC,10972.00000000,314.18876300
2018-02-19 09:55:00.000,BTCUSD.BNC,10929.91000000,278.00847200
2018-02-19 09:50:00.000,BTCUSD.BNC,10903.00000000,264.66124700
2018-02-19 09:45:00.000,BTCUSD.BNC,10897.99000000,358.36485800
2018-02-19 09:40:00.000,BTCUSD.BNC,10792.91000000,92.18243100
2018-02-19 09:35:00.000,BTCUSD.BNC,10817.99000000,185.09322700
2018-02-19 09:30:00.000,BTCUSD.BNC,10773.74000000,143.15990300
2018-02-19 09:25:00.000,BTCUSD.BNC,10775.02000000,115.53326200
2018-02-19 09:20:00.000,BTCUSD.BNC,10799.99000000,149.27972800
2018-02-19 09:15:00.000,BTCUSD.BNC,10801.35000000,76.26338200
2018-02-19 09:10:00.000,BTCUSD.BNC,10778.70000000,94.90615000
2018-02-19 09:05:00.000,BTCUSD.BNC,10761.00000000,111.63429900
2018-02-19 09:00:00.000,BTCUSD.BNC,10787.03000000,73.66764300
2018-02-19 08:55:00.000,BTCUSD.BNC,10779.82000000,122.73772700
2018-02-19 08:50:00.000,BTCUSD.BNC,10820.00000000,79.50679200
2018-02-19 08:45:00.000,BTCUSD.BNC,10815.51000000,111.64307700
2018-02-19 08:40:00.000,BTCUSD.BNC,10780.89000000,125.34049400
2018-02-19 08:35:00.000,BTCUSD.BNC,10813.00000000,214.66688100
2018-02-19 08:30:00.000,BTCUSD.BNC,10837.01000000,159.75128100
2018-02-19 08:25:00.000,BTCUSD.BNC,10803.98000000,156.17133900
2018-02-19 08:20:00.000,BTCUSD.BNC,10787.19000000,315.99242200
2018-02-19 08:15:00.000,BTCUSD.BNC,10727.85000000,239.71241500
2018-02-19 08:10:00.000,BTCUSD.BNC,10727.47000000,160.85634500
2018-02-19 08:05:00.000,BTCUSD.BNC,10785.44000000,171.31881200
2018-02-19 08:00:00.000,BTCUSD.BNC,10811.48000000,172.08420400
2018-02-19 07:55:00.000,BTCUSD.BNC,10815.62000000,169.38060900
2018-02-19 07:50:00.000,BTCUSD.BNC,10790.03000000,165.09074800
2018-02-19 07:45:00.000,BTCUSD.BNC,10808.00000000,189.47342800
2018-02-19 07:40:00.000,BTCUSD.BNC,10810.76000000,328.67724300
2018-02-19 07:35:00.000,BTCUSD.BNC,10807.50000000,350.55026100
2018-02-19 07:30:00.000,BTCUSD.BNC,10762.39000000,363.54437700
2018-02-19 07:25:00.000,BTCUSD.BNC,10769.98000000,280.54242400
2018-02-19 07:20:00.000,BTCUSD.BNC,10738.01000000,522.82244000
2018-02-19 07:15:00.000,BTCUSD.BNC,10610.02000000,183.03575400
2018-02-19 07:10:00.000,BTCUSD.BNC,10530.32000000,102.18127600
2018-02-19 07:05:00.000,BTCUSD.BNC,10545.82000000,133.11909000
2018-02-19 07:00:00.000,BTCUSD.BNC,10530.25000000,148.61976600
2018-02-19 06:55:00.000,BTCUSD.BNC,10465.00000000,86.69192500
2018-02-19 06:50:00.000,BTCUSD.BNC,10468.43000000,71.17170400
2018-02-19 06:45:00.000,BTCUSD.BNC,10490.45000000,79.25779200
2018-02-19 06:40:00.000,BTCUSD.BNC,10462.73000000,39.65770000
2018-02-19 06:35:00.000,BTCUSD.BNC,10450.74000000,34.98966400
2018-02-19 06:30:00.000,BTCUSD.BNC,10456.21000000,49.95237600
2018-02-19 06:25:00.000,BTCUSD.BNC,10469.07000000,63.19401400
2018-02-19 06:20:00.000,BTCUSD.BNC,10478.98000000,51.02950700
2018-02-19 06:15:00.000,BTCUSD.BNC,10480.31000000,92.86084500
2018-02-19 06:10:00.000,BTCUSD.BNC,10482.99000000,73.20478200
2018-02-19 06:05:00.000,BTCUSD.BNC,10488.99000000,72.47399800
2018-02-19 06:00:00.000,BTCUSD.BNC,10500.05000000,161.62907200
2018-02-19 05:55:00.000,BTCUSD.BNC,10448.22000000,101.29949100
2018-02-19 05:50:00.000,BTCUSD.BNC,10395.36000000,81.92737200
2018-02-19 05:45:00.000,BTCUSD.BNC,10397.00000000,95.39266300
2018-02-19 05:40:00.000,BTCUSD.BNC,10422.11000000,129.91828800
2018-02-19 05:35:00.000,BTCUSD.BNC,10380.99000000,267.73560600
2018-02-19 05:30:00.000,BTCUSD.BNC,10436.37000000,190.21613700
2018-02-19 05:25:00.000,BTCUSD.BNC,10444.00000000,89.95225300
2018-02-19 05:20:00.000,BTCUSD.BNC,10467.98000000,94.15719700
2018-02-19 05:15:00.000,BTCUSD.BNC,10483.37000000,147.97177800
2018-02-19 05:10:00.000,BTCUSD.BNC,10509.48000000,63.62281100
2018-02-19 05:05:00.000,BTCUSD.BNC,10542.09000000,39.71401400
2018-02-19 05:00:00.000,BTCUSD.BNC,10530.00000000,43.78337000
2018-02-19 04:55:00.000,BTCUSD.BNC,10515.97000000,42.02936100
2018-02-19 04:50:00.000,BTCUSD.BNC,10542.59000000,47.16147500
2018-02-19 04:45:00.000,BTCUSD.BNC,10558.49000000,52.35645000
2018-02-19 04:40:00.000,BTCUSD.BNC,10555.63000000,73.99202100
2018-02-19 04:35:00.000,BTCUSD.BNC,10521.59000000,44.85069700
2018-02-19 04:30:00.000,BTCUSD.BNC,10509.95000000,41.33174200
2018-02-19 04:25:00.000,BTCUSD.BNC,10535.03000000,55.39304100
2018-02-19 04:20:00.000,BTCUSD.BNC,10565.02000000,60.41085200
2018-02-19 04:15:00.000,BTCUSD.BNC,10540.34000000,58.30678400
2018-02-19 04:10:00.000,BTCUSD.BNC,10523.59000000,48.86416800
2018-02-19 04:05:00.000,BTCUSD.BNC,10510.45000000,64.48469400
2018-02-19 04:00:00.000,BTCUSD.BNC,10499.96000000,131.51377500
2018-02-19 03:55:00.000,BTCUSD.BNC,10499.00000000,72.50338400
2018-02-19 03:50:00.000,BTCUSD.BNC,10468.98000000,160.85380600
2018-02-19 03:45:00.000,BTCUSD.BNC,10498.75000000,122.36640400
2018-02-19 03:40:00.000,BTCUSD.BNC,10545.29000000,71.82770100
2018-02-19 03:35:00.000,BTCUSD.BNC,10520.01000000,104.99961600
2018-02-19 03:30:00.000,BTCUSD.BNC,10533.76000000,102.64189600
2018-02-19 03:25:00.000,BTCUSD.BNC,10550.00000000,162.61215300
2018-02-19 03:20:00.000,BTCUSD.BNC,10609.35000000,83.44605600
2018-02-19 03:15:00.000,BTCUSD.BNC,10591.46000000,75.80302200
2018-02-19 03:10:00.000,BTCUSD.BNC,10581.23000000,62.59996700
2018-02-19 03:05:00.000,BTCUSD.BNC,10567.61000000,72.46280000
2018-02-19 03:00:00.000,BTCUSD.BNC,10594.93000000,113.60667300
2018-02-19 02:55:00.000,BTCUSD.BNC,10563.75000000,97.73832200
2018-02-19 02:50:00.000,BTCUSD.BNC,10506.07000000,125.59426800
2018-02-19 02:45:00.000,BTCUSD.BNC,10547.46000000,63.52029600
2018-02-19 02:40:00.000,BTCUSD.BNC,10548.63000000,100.27696600
2018-02-19 02:35:00.000,BTCUSD.BNC,10572.44000000,184.68261600
2018-02-19 02:30:00.000,BTCUSD.BNC,10537.74000000,200.43084600
2018-02-19 02:25:00.000,BTCUSD.BNC,10461.05000000,148.77893000
2018-02-19 02:20:00.000,BTCUSD.BNC,10474.88000000,130.01145800
2018-02-19 02:15:00.000,BTCUSD.BNC,10532.11000000,112.32228600
2018-02-19 02:10:00.000,BTCUSD.BNC,10526.42000000,146.51060500
